account,amount,symbol
hivecurious,"210,9521",ALIVE
wandrnrose7,"86,7154",ALIVE
sammyhive,"41,7729",ALIVE
ijelady,"44,6629",ALIVE
nkemakonam89,"3,4219",ALIVE
fantagira,"8,4197",ALIVE
chidiadi65,"0,3822",ALIVE
jfang003,"1,8169",ALIVE
tuisada,"0,7134",ALIVE
plantpoweronhive,"0,2246",ALIVE
amakauz,"1,983",ALIVE
queercoin,"2,4649",ALIVE
herculeand,"96,4701",ALIVE
