account,amount,symbol
hivecurious,"234,048",ALIVE
daddydog,"6,9527",ALIVE
wandrnrose7,"51,164",ALIVE
osomar357,"6,9555",ALIVE
tuisada,"1,9907",ALIVE
cursephantom,"117,239",ALIVE
jfang003,"0,4892",ALIVE
epearson,"3,4073",ALIVE
fantagira,"26,3787",ALIVE
queercoin,"2,6698",ALIVE
amakauz,"2,3402",ALIVE
tagmout,"0,0568",ALIVE
herculeand,"42,8838",ALIVE
nkemakonam89,"3,4244",ALIVE
