account,amount,symbol
oasiskp2,"6,9459",ALIVE
jmis101,"7,1997",ALIVE
olujose6,"3,8781",ALIVE
jfang003,"1,5784",ALIVE
littlebee4,"10,4026",ALIVE
alovely088,"0,2178",ALIVE
nkemakonam89,"2,0808",ALIVE
brando28,"0,7008",ALIVE
esteva1820,"17,5414",ALIVE
palomap3,"1,0569",ALIVE
amakauz,"1,5375",ALIVE
tuisada,"0,029",ALIVE
myjob,"446,5342",ALIVE
tagmout,"0,297",ALIVE
