account,amount,symbol
esteva1820,"13,7602",ALIVE
jmis101,"86,2007",ALIVE
olujose6,"181,4513",ALIVE
jfang003,"2,2294",ALIVE
littlebee4,"90,3456",ALIVE
oasiskp2,"13,3499",ALIVE
nkemakonam89,"7,9099",ALIVE
tokutaro22,"35,0588",ALIVE
tagmout,"2,2751",ALIVE
amakauz,"12,7939",ALIVE
alovely088,"1,7336",ALIVE
tuisada,"1,2684",ALIVE
palomap3,"48,2106",ALIVE
myjob,"3,4126",ALIVE
