account,amount,symbol
littlebee4,"96,3683",ALIVE
jmis101,"69,4531",ALIVE
oasiskp2,"134,9643",ALIVE
tuisada,"0,4461",ALIVE
jfang003,"1,0393",ALIVE
alovely088,"2,6185",ALIVE
olujose6,"143,4779",ALIVE
amakauz,"9,1491",ALIVE
palomap3,"12,795",ALIVE
esteva1820,"0,6889",ALIVE
nkemakonam89,"28,9995",ALIVE
