account,amount,symbol
jmis101,"5,2832",ALIVE
olujose6,"15,9278",ALIVE
jfang003,"1,2291",ALIVE
oasiskp2,"0,5385",ALIVE
tokutaro22,"84,8705",ALIVE
tagmout,"2,569",ALIVE
littlebee4,"15,4983",ALIVE
alovely088,"1,3196",ALIVE
elyelma,"354,0813",ALIVE
beeber,"18,6826",ALIVE
