account,amount,symbol
elyelma,"0,138",ALIVE
littlebee4,"140,9811",ALIVE
jmis101,"9,6086",ALIVE
giorvis23,"0,4927",ALIVE
jfang003,"4,903",ALIVE
alovely088,"0,7815",ALIVE
tokutaro22,"1,7152",ALIVE
olujose6,"81,7908",ALIVE
oasiskp2,"64,9057",ALIVE
esteva1820,"6,899",ALIVE
tagmout,"1,9709",ALIVE
tuisada,"1,3397",ALIVE
beeber,"57,0378",ALIVE
nkemakonam89,"2,734",ALIVE
sabajfa,"123,4252",ALIVE
amakauz,"1,2769",ALIVE
