account,amount,symbol
tagmout,"2,2491",ALIVE
treefrognada,"327,5092",ALIVE
shohana1,"0,7497",ALIVE
tuisada,"2,5355",ALIVE
jfang003,"4,4091",ALIVE
ijelady,"4,0312",ALIVE
elyelma,"155,5174",ALIVE
nickydee,"2,2491",ALIVE
franking1,"0,7497",ALIVE
