account,amount,symbol
jfang003,"0,4832",ALIVE
amakauz,"0,3318",ALIVE
tuisada,"0,0638",ALIVE
siddhartaz,"469,2014",ALIVE
tagmout,"0,0272",ALIVE
olujose6,"2,2118",ALIVE
palomap3,"23,1877",ALIVE
esteva1820,"4,2935",ALIVE
treefrognada,"0,1997",ALIVE
