account,amount,symbol
tagmout,"202,3641",ALIVE
wandrnrose7,"11,4789",ALIVE
hivecurious,"24,4301",ALIVE
jfang003,"0,5607",ALIVE
tuisada,"0,2716",ALIVE
esteva1820,"231,8286",ALIVE
queercoin,"0,8193",ALIVE
amakauz,"0,3013",ALIVE
fantagira,"15,2751",ALIVE
karla129,"0,344",ALIVE
cursephantom,"10,8306",ALIVE
nkemakonam89,"1,4956",ALIVE
