account,amount,symbol
sammyhive,"41,8463",ALIVE
herculeand,"15,0244",ALIVE
ijelady,"90,2013",ALIVE
jfang003,"1,5005",ALIVE
treefrognada,"0,3459",ALIVE
tagmout,"0,313",ALIVE
wandrnrose7,"55,4024",ALIVE
karla129,"228,4957",ALIVE
fantagira,"3,1301",ALIVE
tuisada,"1,0807",ALIVE
alberto0607,"59,5283",ALIVE
amakauz,"3,1315",ALIVE
