account,amount,symbol
fantagira,"13,7912",ALIVE
wandrnrose7,"45,2819",ALIVE
nkemakonam89,"4,2134",ALIVE
daddydog,"3,104",ALIVE
tuisada,"0,5484",ALIVE
jfang003,"0,4599",ALIVE
hivecurious,"66,6358",ALIVE
tagmout,"149,3626",ALIVE
emaxisonline,"33,9596",ALIVE
amakauz,"1,3298",ALIVE
nahueldare3627,"78,0728",ALIVE
herculeand,"14,2981",ALIVE
queercoin,"6,5236",ALIVE
epearson,"0,3479",ALIVE
amazingdrinks,"0,6958",ALIVE
cursephantom,"81,3753",ALIVE
